country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Togo,137000,,,,,147000,,,,,159000,,,,,172000,,,,,211000,,,,,240000,,,,,275000,,,,,336000,,,,,405000,,,,,478000,,,,,563000,,,,,628000,,,,,675000,,,,,759000,,,,,896000,,,,,1020000,,,,,1110000,,,,,1190000,,,,,1270000,,,,,1370000,,,,,1470000,,,,,1550000,,,,,1620000,,,,,1680000,,,,,1740000,,,,,1780000,,,,,1830000,,,,,1860000,,,,,1880000,,,,,1890000,,,,,1890000
Tonga,5090,,,,,5880,,,,,6120,,,,,7400,,,,,8470,,,,,10100,,,,,11600,,,,,12800,,,,,10700,,,,,10300,,,,,11500,,,,,9930,,,,,11100,,,,,11500,,,,,12500,,,,,12800,,,,,12200,,,,,11600,,,,,11800,,,,,12500,,,,,12900,,,,,13000,,,,,12400,,,,,11800,,,,,11500,,,,,11500,,,,,11600,,,,,11500,,,,,11000,,,,,10400,,,,,9880
Trinidad and Tobago,55600,,,,,65300,,,,,83000,,,,,92100,,,,,106000,,,,,122000,,,,,136000,,,,,114000,,,,,116000,,,,,122000,,,,,143000,,,,,126000,,,,,99900,,,,,86400,,,,,89100,,,,,95200,,,,,94500,,,,,85400,,,,,76900,,,,,71900,,,,,70800,,,,,71300,,,,,70100,,,,,66700,,,,,62500,,,,,59500,,,,,58100,,,,,57500,,,,,56600,,,,,54800,,,,,52600
Tunisia,340000,,,,,372000,,,,,389000,,,,,365000,,,,,557000,,,,,637000,,,,,731000,,,,,803000,,,,,847000,,,,,961000,,,,,1040000,,,,,1060000,,,,,944000,,,,,827000,,,,,787000,,,,,852000,,,,,1020000,,,,,990000,,,,,916000,,,,,834000,,,,,788000,,,,,798000,,,,,828000,,,,,834000,,,,,804000,,,,,756000,,,,,721000,,,,,710000,,,,,713000,,,,,711000,,,,,697000
Turkey,2410000,,,,,2360000,,,,,2520000,,,,,2860000,,,,,3660000,,,,,4060000,,,,,4530000,,,,,5000000,,,,,5610000,,,,,6090000,,,,,6370000,,,,,6320000,,,,,6270000,,,,,6670000,,,,,6810000,,,,,6570000,,,,,6460000,,,,,6280000,,,,,6020000,,,,,5780000,,,,,5600000,,,,,5440000,,,,,5290000,,,,,5120000,,,,,4930000,,,,,4750000,,,,,4610000,,,,,4480000,,,,,4370000,,,,,4250000,,,,,4130000
Turkmenistan,122000,,,,,145000,,,,,112000,,,,,141000,,,,,216000,,,,,283000,,,,,326000,,,,,347000,,,,,374000,,,,,435000,,,,,479000,,,,,552000,,,,,562000,,,,,466000,,,,,485000,,,,,521000,,,,,665000,,,,,648000,,,,,604000,,,,,568000,,,,,568000,,,,,594000,,,,,611000,,,,,599000,,,,,567000,,,,,540000,,,,,529000,,,,,528000,,,,,527000,,,,,515000,,,,,496000
Uganda,560000,,,,,538000,,,,,675000,,,,,802000,,,,,984000,,,,,1120000,,,,,1310000,,,,,1550000,,,,,1840000,,,,,2200000,,,,,2620000,,,,,3130000,,,,,3780000,,,,,4490000,,,,,5360000,,,,,6250000,,,,,7140000,,,,,8090000,,,,,9070000,,,,,10100000,,,,,11000000,,,,,11800000,,,,,12600000,,,,,13300000,,,,,13900000,,,,,14500000,,,,,14900000,,,,,15200000,,,,,15500000,,,,,15600000,,,,,15700000
Ukraine,3060000,,,,,4320000,,,,,2910000,,,,,3370000,,,,,4220000,,,,,4060000,,,,,3840000,,,,,3370000,,,,,3620000,,,,,3690000,,,,,3790000,,,,,3440000,,,,,2750000,,,,,2110000,,,,,1940000,,,,,2350000,,,,,2390000,,,,,2270000,,,,,2080000,,,,,1880000,,,,,1780000,,,,,1810000,,,,,1870000,,,,,1850000,,,,,1760000,,,,,1650000,,,,,1580000,,,,,1560000,,,,,1570000,,,,,1560000,,,,,1520000
United Arab Emirates,6930,,,,,7790,,,,,8950,,,,,16700,,,,,20700,,,,,40500,,,,,59200,,,,,70500,,,,,139000,,,,,159000,,,,,209000,,,,,273000,,,,,329000,,,,,329000,,,,,386000,,,,,474000,,,,,505000,,,,,460000,,,,,453000,,,,,478000,,,,,512000,,,,,537000,,,,,544000,,,,,545000,,,,,555000,,,,,572000,,,,,589000,,,,,602000,,,,,611000,,,,,615000,,,,,621000
United Kingdom,3190000,,,,,3310000,,,,,3630000,,,,,4230000,,,,,3790000,,,,,4070000,,,,,4740000,,,,,4570000,,,,,3870000,,,,,3400000,,,,,3620000,,,,,3960000,,,,,3990000,,,,,3780000,,,,,3620000,,,,,4030000,,,,,4170000,,,,,4190000,,,,,4150000,,,,,4030000,,,,,4000000,,,,,4080000,,,,,4190000,,,,,4240000,,,,,4220000,,,,,4160000,,,,,4120000,,,,,4130000,,,,,4160000,,,,,4170000,,,,,4150000
United States,11200000,,,,,11400000,,,,,13700000,,,,,17300000,,,,,19500000,,,,,21200000,,,,,21200000,,,,,19200000,,,,,18000000,,,,,18300000,,,,,19900000,,,,,21600000,,,,,22200000,,,,,21300000,,,,,21200000,,,,,21500000,,,,,20600000,,,,,21500000,,,,,22400000,,,,,22700000,,,,,22800000,,,,,22800000,,,,,22900000,,,,,23100000,,,,,23600000,,,,,23900000,,,,,24000000,,,,,24000000,,,,,24000000,,,,,24000000,,,,,24200000
Uruguay,200000,,,,,200000,,,,,204000,,,,,219000,,,,,227000,,,,,237000,,,,,246000,,,,,235000,,,,,260000,,,,,275000,,,,,255000,,,,,257000,,,,,267000,,,,,258000,,,,,248000,,,,,242000,,,,,237000,,,,,233000,,,,,228000,,,,,222000,,,,,214000,,,,,207000,,,,,201000,,,,,195000,,,,,190000,,,,,185000,,,,,179000,,,,,174000,,,,,169000,,,,,165000,,,,,161000
Uzbekistan,667000,,,,,711000,,,,,573000,,,,,703000,,,,,1150000,,,,,1590000,,,,,1910000,,,,,1880000,,,,,2080000,,,,,2310000,,,,,2700000,,,,,3120000,,,,,3220000,,,,,2810000,,,,,2540000,,,,,2920000,,,,,3170000,,,,,3120000,,,,,2890000,,,,,2690000,,,,,2630000,,,,,2660000,,,,,2650000,,,,,2550000,,,,,2410000,,,,,2300000,,,,,2240000,,,,,2210000,,,,,2170000,,,,,2110000,,,,,2030000
Vanuatu,5000,,,,,5830,,,,,6810,,,,,7890,,,,,8790,,,,,10800,,,,,12800,,,,,13500,,,,,14700,,,,,17500,,,,,20500,,,,,22500,,,,,22300,,,,,25900,,,,,26800,,,,,31500,,,,,32300,,,,,34100,,,,,35400,,,,,36700,,,,,38100,,,,,39400,,,,,40400,,,,,41100,,,,,41500,,,,,41700,,,,,41800,,,,,41700,,,,,41400,,,,,41000,,,,,40500
Venezuela,561000,,,,,691000,,,,,825000,,,,,992000,,,,,1190000,,,,,1480000,,,,,1840000,,,,,1970000,,,,,2010000,,,,,2260000,,,,,2480000,,,,,2730000,,,,,2770000,,,,,2790000,,,,,2850000,,,,,2910000,,,,,2950000,,,,,2930000,,,,,2880000,,,,,2820000,,,,,2760000,,,,,2690000,,,,,2630000,,,,,2550000,,,,,2480000,,,,,2410000,,,,,2350000,,,,,2290000,,,,,2230000,,,,,2170000,,,,,2120000
Vietnam,2530000,,,,,2340000,,,,,2360000,,,,,2820000,,,,,4270000,,,,,5440000,,,,,6110000,,,,,6660000,,,,,7280000,,,,,7700000,,,,,8400000,,,,,8950000,,,,,8890000,,,,,6980000,,,,,6590000,,,,,7170000,,,,,7650000,,,,,7550000,,,,,7400000,,,,,6800000,,,,,6340000,,,,,6290000,,,,,6450000,,,,,6520000,,,,,6400000,,,,,6150000,,,,,5890000,,,,,5760000,,,,,5760000,,,,,5770000,,,,,5710000
Yemen,439000,,,,,488000,,,,,549000,,,,,632000,,,,,621000,,,,,676000,,,,,822000,,,,,1030000,,,,,1230000,,,,,1610000,,,,,2020000,,,,,2500000,,,,,2940000,,,,,3020000,,,,,3230000,,,,,3550000,,,,,3900000,,,,,4060000,,,,,4140000,,,,,4160000,,,,,4170000,,,,,4150000,,,,,4090000,,,,,3990000,,,,,3840000,,,,,3670000,,,,,3520000,,,,,3370000,,,,,3240000,,,,,3130000,,,,,3020000
Zambia,239000,,,,,272000,,,,,311000,,,,,358000,,,,,415000,,,,,506000,,,,,618000,,,,,735000,,,,,886000,,,,,1040000,,,,,1190000,,,,,1340000,,,,,1530000,,,,,1810000,,,,,2120000,,,,,2370000,,,,,2660000,,,,,3010000,,,,,3390000,,,,,3770000,,,,,4140000,,,,,4500000,,,,,4880000,,,,,5270000,,,,,5660000,,,,,6010000,,,,,6350000,,,,,6670000,,,,,6980000,,,,,7270000,,,,,7520000
Zimbabwe,278000,,,,,315000,,,,,371000,,,,,390000,,,,,549000,,,,,655000,,,,,782000,,,,,939000,,,,,1130000,,,,,1350000,,,,,1560000,,,,,1620000,,,,,1650000,,,,,1690000,,,,,1840000,,,,,2130000,,,,,2430000,,,,,2460000,,,,,2480000,,,,,2550000,,,,,2650000,,,,,2740000,,,,,2780000,,,,,2770000,,,,,2730000,,,,,2690000,,,,,2660000,,,,,2620000,,,,,2580000,,,,,2520000,,,,,2460000
