country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Nepal,980000,,,,,1030000,,,,,1050000,,,,,1330000,,,,,1420000,,,,,1540000,,,,,1730000,,,,,1960000,,,,,2270000,,,,,2600000,,,,,2890000,,,,,3210000,,,,,3420000,,,,,3370000,,,,,3140000,,,,,2780000,,,,,2760000,,,,,2710000,,,,,2580000,,,,,2380000,,,,,2190000,,,,,2080000,,,,,1980000,,,,,1890000,,,,,1790000,,,,,1690000,,,,,1600000,,,,,1520000,,,,,1460000,,,,,1400000,,,,,1340000
Netherlands,816000,,,,,917000,,,,,1180000,,,,,1100000,,,,,1150000,,,,,1240000,,,,,1220000,,,,,1060000,,,,,902000,,,,,905000,,,,,973000,,,,,1010000,,,,,990000,,,,,1010000,,,,,938000,,,,,896000,,,,,912000,,,,,928000,,,,,928000,,,,,913000,,,,,888000,,,,,866000,,,,,860000,,,,,866000,,,,,868000,,,,,859000,,,,,843000,,,,,826000,,,,,816000,,,,,812000,,,,,809000
New Zealand,146000,,,,,182000,,,,,237000,,,,,261000,,,,,295000,,,,,317000,,,,,304000,,,,,297000,,,,,259000,,,,,263000,,,,,291000,,,,,314000,,,,,297000,,,,,297000,,,,,322000,,,,,319000,,,,,322000,,,,,324000,,,,,323000,,,,,319000,,,,,318000,,,,,319000,,,,,319000,,,,,318000,,,,,316000,,,,,313000,,,,,310000,,,,,309000,,,,,307000,,,,,305000,,,,,302000
Nicaragua,160000,,,,,180000,,,,,190000,,,,,279000,,,,,336000,,,,,363000,,,,,413000,,,,,487000,,,,,555000,,,,,626000,,,,,655000,,,,,648000,,,,,628000,,,,,604000,,,,,602000,,,,,584000,,,,,566000,,,,,539000,,,,,513000,,,,,490000,,,,,470000,,,,,451000,,,,,432000,,,,,414000,,,,,396000,,,,,381000,,,,,367000,,,,,353000,,,,,342000,,,,,330000,,,,,319000
Niger,336000,,,,,396000,,,,,420000,,,,,493000,,,,,575000,,,,,669000,,,,,767000,,,,,872000,,,,,1030000,,,,,1220000,,,,,1400000,,,,,1700000,,,,,2130000,,,,,2650000,,,,,3240000,,,,,3900000,,,,,4660000,,,,,5550000,,,,,6540000,,,,,7590000,,,,,8690000,,,,,9800000,,,,,10900000,,,,,11900000,,,,,12900000,,,,,13800000,,,,,14500000,,,,,15200000,,,,,15800000,,,,,16300000,,,,,16700000
Nigeria,4390000,,,,,4840000,,,,,5260000,,,,,5700000,,,,,6510000,,,,,7440000,,,,,8540000,,,,,10100000,,,,,12000000,,,,,13700000,,,,,15000000,,,,,16600000,,,,,19100000,,,,,22400000,,,,,25800000,,,,,29300000,,,,,32200000,,,,,35300000,,,,,38600000,,,,,42000000,,,,,45300000,,,,,48200000,,,,,50700000,,,,,53000000,,,,,54900000,,,,,56700000,,,,,58400000,,,,,59500000,,,,,60300000,,,,,60700000,,,,,61000000
North Korea,1480000,,,,,1480000,,,,,1380000,,,,,969000,,,,,1850000,,,,,1710000,,,,,2370000,,,,,2340000,,,,,1660000,,,,,1890000,,,,,1920000,,,,,2030000,,,,,1960000,,,,,1890000,,,,,1730000,,,,,1700000,,,,,1720000,,,,,1720000,,,,,1680000,,,,,1590000,,,,,1500000,,,,,1460000,,,,,1450000,,,,,1440000,,,,,1410000,,,,,1350000,,,,,1300000,,,,,1260000,,,,,1250000,,,,,1230000,,,,,1210000
Norway,210000,,,,,258000,,,,,317000,,,,,302000,,,,,308000,,,,,313000,,,,,333000,,,,,314000,,,,,266000,,,,,261000,,,,,289000,,,,,314000,,,,,316000,,,,,307000,,,,,321000,,,,,315000,,,,,334000,,,,,347000,,,,,355000,,,,,360000,,,,,364000,,,,,370000,,,,,379000,,,,,387000,,,,,394000,,,,,397000,,,,,399000,,,,,401000,,,,,404000,,,,,406000,,,,,408000
Oman,53400,,,,,59800,,,,,65600,,,,,73900,,,,,89300,,,,,107000,,,,,129000,,,,,160000,,,,,218000,,,,,268000,,,,,271000,,,,,293000,,,,,248000,,,,,245000,,,,,311000,,,,,386000,,,,,399000,,,,,378000,,,,,342000,,,,,321000,,,,,323000,,,,,335000,,,,,341000,,,,,333000,,,,,316000,,,,,301000,,,,,297000,,,,,299000,,,,,301000,,,,,298000,,,,,289000
Pakistan,4330000,,,,,4860000,,,,,5020000,,,,,5270000,,,,,6590000,,,,,8000000,,,,,9390000,,,,,10800000,,,,,12700000,,,,,15000000,,,,,17700000,,,,,18900000,,,,,19500000,,,,,19600000,,,,,21900000,,,,,24200000,,,,,24800000,,,,,24700000,,,,,24500000,,,,,24700000,,,,,25200000,,,,,25500000,,,,,25200000,,,,,24400000,,,,,23700000,,,,,23200000,,,,,22800000,,,,,22400000,,,,,21800000,,,,,21000000,,,,,20400000
Palestine,115000,,,,,125000,,,,,138000,,,,,143000,,,,,136000,,,,,179000,,,,,207000,,,,,235000,,,,,278000,,,,,333000,,,,,425000,,,,,503000,,,,,537000,,,,,553000,,,,,614000,,,,,688000,,,,,753000,,,,,797000,,,,,828000,,,,,857000,,,,,888000,,,,,920000,,,,,946000,,,,,960000,,,,,964000,,,,,965000,,,,,963000,,,,,959000,,,,,952000,,,,,940000,,,,,926000
Panama,101000,,,,,117000,,,,,136000,,,,,161000,,,,,191000,,,,,221000,,,,,247000,,,,,271000,,,,,283000,,,,,293000,,,,,308000,,,,,320000,,,,,341000,,,,,352000,,,,,369000,,,,,386000,,,,,387000,,,,,388000,,,,,390000,,,,,389000,,,,,386000,,,,,382000,,,,,377000,,,,,370000,,,,,364000,,,,,358000,,,,,352000,,,,,346000,,,,,340000,,,,,333000,,,,,327000
Papua New Guinea,191000,,,,,204000,,,,,228000,,,,,276000,,,,,312000,,,,,354000,,,,,405000,,,,,470000,,,,,541000,,,,,602000,,,,,646000,,,,,719000,,,,,828000,,,,,904000,,,,,967000,,,,,1010000,,,,,1060000,,,,,1120000,,,,,1170000,,,,,1210000,,,,,1240000,,,,,1270000,,,,,1290000,,,,,1300000,,,,,1320000,,,,,1320000,,,,,1320000,,,,,1310000,,,,,1300000,,,,,1280000,,,,,1260000
Paraguay,194000,,,,,214000,,,,,250000,,,,,300000,,,,,332000,,,,,371000,,,,,410000,,,,,428000,,,,,497000,,,,,585000,,,,,644000,,,,,676000,,,,,693000,,,,,657000,,,,,665000,,,,,664000,,,,,678000,,,,,675000,,,,,658000,,,,,637000,,,,,619000,,,,,603000,,,,,588000,,,,,571000,,,,,551000,,,,,532000,,,,,514000,,,,,496000,,,,,478000,,,,,462000,,,,,447000
Peru,898000,,,,,992000,,,,,1160000,,,,,1400000,,,,,1630000,,,,,1920000,,,,,2190000,,,,,2380000,,,,,2630000,,,,,2730000,,,,,2890000,,,,,2900000,,,,,2810000,,,,,2830000,,,,,2880000,,,,,2970000,,,,,2930000,,,,,2850000,,,,,2770000,,,,,2690000,,,,,2630000,,,,,2570000,,,,,2490000,,,,,2410000,,,,,2330000,,,,,2250000,,,,,2190000,,,,,2130000,,,,,2080000,,,,,2020000,,,,,1960000
Philippines,2210000,,,,,2600000,,,,,3100000,,,,,4220000,,,,,4800000,,,,,5420000,,,,,6030000,,,,,6680000,,,,,7510000,,,,,8350000,,,,,9290000,,,,,9910000,,,,,10300000,,,,,10500000,,,,,10900000,,,,,11300000,,,,,11700000,,,,,11900000,,,,,12000000,,,,,12100000,,,,,12100000,,,,,12000000,,,,,11900000,,,,,11800000,,,,,11500000,,,,,11300000,,,,,11000000,,,,,10700000,,,,,10500000,,,,,10200000,,,,,9960000
Poland,2320000,,,,,2010000,,,,,2870000,,,,,3460000,,,,,3540000,,,,,2780000,,,,,2530000,,,,,2850000,,,,,3210000,,,,,3370000,,,,,2930000,,,,,2540000,,,,,2030000,,,,,1790000,,,,,2000000,,,,,1900000,,,,,1710000,,,,,1540000,,,,,1420000,,,,,1340000,,,,,1330000,,,,,1330000,,,,,1290000,,,,,1210000,,,,,1130000,,,,,1090000,,,,,1070000,,,,,1060000,,,,,1040000,,,,,1000000,,,,,961000
Portugal,803000,,,,,766000,,,,,841000,,,,,796000,,,,,810000,,,,,855000,,,,,855000,,,,,853000,,,,,799000,,,,,687000,,,,,588000,,,,,544000,,,,,565000,,,,,531000,,,,,492000,,,,,442000,,,,,389000,,,,,362000,,,,,363000,,,,,368000,,,,,365000,,,,,352000,,,,,334000,,,,,318000,,,,,312000,,,,,312000,,,,,314000,,,,,310000,,,,,302000,,,,,292000,,,,,285000
Qatar,2870,,,,,3820,,,,,4880,,,,,7770,,,,,9870,,,,,14300,,,,,18100,,,,,24300,,,,,34500,,,,,42200,,,,,46400,,,,,57800,,,,,63900,,,,,98300,,,,,121000,,,,,138000,,,,,145000,,,,,148000,,,,,147000,,,,,142000,,,,,141000,,,,,146000,,,,,150000,,,,,153000,,,,,154000,,,,,153000,,,,,153000,,,,,154000,,,,,156000,,,,,157000,,,,,157000
Romania,1640000,,,,,1290000,,,,,1600000,,,,,1900000,,,,,1840000,,,,,1460000,,,,,2010000,,,,,1990000,,,,,2020000,,,,,1760000,,,,,1740000,,,,,1230000,,,,,1110000,,,,,1040000,,,,,1040000,,,,,961000,,,,,919000,,,,,878000,,,,,837000,,,,,810000,,,,,796000,,,,,775000,,,,,746000,,,,,718000,,,,,693000,,,,,674000,,,,,658000,,,,,643000,,,,,625000,,,,,607000,,,,,588000
Russia,12700000,,,,,6870000,,,,,10600000,,,,,12400000,,,,,13100000,,,,,11500000,,,,,9260000,,,,,10000000,,,,,10700000,,,,,11800000,,,,,12100000,,,,,8330000,,,,,6440000,,,,,6930000,,,,,7940000,,,,,9360000,,,,,8890000,,,,,8120000,,,,,7230000,,,,,6910000,,,,,7300000,,,,,7840000,,,,,7990000,,,,,7660000,,,,,7190000,,,,,6920000,,,,,6970000,,,,,7180000,,,,,7290000,,,,,7190000,,,,,6940000
Rwanda,246000,,,,,267000,,,,,359000,,,,,433000,,,,,511000,,,,,553000,,,,,626000,,,,,761000,,,,,959000,,,,,897000,,,,,1160000,,,,,1060000,,,,,1230000,,,,,1400000,,,,,1600000,,,,,1700000,,,,,1750000,,,,,1780000,,,,,1850000,,,,,1930000,,,,,1990000,,,,,1980000,,,,,1940000,,,,,1890000,,,,,1860000,,,,,1820000,,,,,1780000,,,,,1720000,,,,,1660000,,,,,1600000,,,,,1550000
Samoa,10900,,,,,12300,,,,,13800,,,,,17900,,,,,20500,,,,,23800,,,,,23500,,,,,22500,,,,,21100,,,,,21300,,,,,21000,,,,,22300,,,,,22000,,,,,22700,,,,,25000,,,,,23500,,,,,21900,,,,,21800,,,,,22300,,,,,23200,,,,,23500,,,,,22700,,,,,21400,,,,,20300,,,,,20000,,,,,19900,,,,,19700,,,,,18800,,,,,17600,,,,,16500,,,,,15800
Sao Tome and Principe,3740,,,,,3670,,,,,3980,,,,,6190,,,,,9260,,,,,10300,,,,,12000,,,,,13100,,,,,17300,,,,,16500,,,,,19300,,,,,19300,,,,,21800,,,,,25600,,,,,28100,,,,,30000,,,,,31400,,,,,33300,,,,,35400,,,,,37400,,,,,39000,,,,,40300,,,,,41400,,,,,42300,,,,,43000,,,,,43700,,,,,44300,,,,,44700,,,,,44700,,,,,44700,,,,,44400
Saudi Arabia,357000,,,,,410000,,,,,485000,,,,,562000,,,,,680000,,,,,863000,,,,,1100000,,,,,1440000,,,,,1790000,,,,,2420000,,,,,2480000,,,,,2690000,,,,,2570000,,,,,2480000,,,,,2560000,,,,,2790000,,,,,3030000,,,,,2920000,,,,,2700000,,,,,2540000,,,,,2480000,,,,,2520000,,,,,2560000,,,,,2520000,,,,,2420000,,,,,2300000,,,,,2220000,,,,,2210000,,,,,2210000,,,,,2190000,,,,,2140000
Senegal,285000,,,,,314000,,,,,351000,,,,,440000,,,,,505000,,,,,580000,,,,,679000,,,,,824000,,,,,984000,,,,,1170000,,,,,1300000,,,,,1440000,,,,,1590000,,,,,1810000,,,,,2130000,,,,,2460000,,,,,2640000,,,,,2830000,,,,,3030000,,,,,3280000,,,,,3520000,,,,,3750000,,,,,3930000,,,,,4090000,,,,,4220000,,,,,4360000,,,,,4490000,,,,,4600000,,,,,4680000,,,,,4720000,,,,,4740000
Serbia,619000,,,,,526000,,,,,729000,,,,,807000,,,,,684000,,,,,665000,,,,,685000,,,,,734000,,,,,772000,,,,,770000,,,,,695000,,,,,619000,,,,,547000,,,,,524000,,,,,482000,,,,,464000,,,,,453000,,,,,437000,,,,,417000,,,,,397000,,,,,379000,,,,,364000,,,,,352000,,,,,342000,,,,,329000,,,,,317000,,,,,304000,,,,,293000,,,,,284000,,,,,277000,,,,,268000
Seychelles,3340,,,,,3650,,,,,3520,,,,,5890,,,,,6890,,,,,7960,,,,,8320,,,,,8020,,,,,8430,,,,,7970,,,,,8050,,,,,7350,,,,,6720,,,,,5820,,,,,6750,,,,,7700,,,,,7140,,,,,6290,,,,,5870,,,,,5830,,,,,5930,,,,,5890,,,,,5610,,,,,5220,,,,,4910,,,,,4770,,,,,4710,,,,,4630,,,,,4460,,,,,4250,,,,,4050
Sierra Leone,224000,,,,,241000,,,,,256000,,,,,266000,,,,,289000,,,,,329000,,,,,383000,,,,,456000,,,,,533000,,,,,542000,,,,,569000,,,,,698000,,,,,808000,,,,,915000,,,,,1020000,,,,,1070000,,,,,1120000,,,,,1170000,,,,,1210000,,,,,1240000,,,,,1250000,,,,,1260000,,,,,1250000,,,,,1250000,,,,,1230000,,,,,1220000,,,,,1190000,,,,,1170000,,,,,1140000,,,,,1110000,,,,,1090000
Singapore,117000,,,,,138000,,,,,170000,,,,,240000,,,,,289000,,,,,282000,,,,,236000,,,,,236000,,,,,207000,,,,,228000,,,,,282000,,,,,305000,,,,,328000,,,,,313000,,,,,302000,,,,,292000,,,,,283000,,,,,277000,,,,,275000,,,,,267000,,,,,258000,,,,,249000,,,,,243000,,,,,238000,,,,,234000,,,,,229000,,,,,223000,,,,,216000,,,,,210000,,,,,204000,,,,,198000
Slovak Republic,298000,,,,,322000,,,,,382000,,,,,463000,,,,,451000,,,,,410000,,,,,382000,,,,,436000,,,,,479000,,,,,447000,,,,,415000,,,,,363000,,,,,288000,,,,,263000,,,,,283000,,,,,285000,,,,,280000,,,,,267000,,,,,246000,,,,,229000,,,,,224000,,,,,228000,,,,,229000,,,,,224000,,,,,214000,,,,,204000,,,,,198000,,,,,196000,,,,,196000,,,,,194000,,,,,189000
Slovenia,129000,,,,,126000,,,,,147000,,,,,148000,,,,,132000,,,,,137000,,,,,137000,,,,,143000,,,,,152000,,,,,140000,,,,,123000,,,,,101000,,,,,92700,,,,,91400,,,,,105000,,,,,109000,,,,,104000,,,,,96000,,,,,88800,,,,,86600,,,,,89700,,,,,93700,,,,,94000,,,,,90400,,,,,85900,,,,,83300,,,,,83500,,,,,84900,,,,,85500,,,,,84200,,,,,81600
Solomon Islands,10600,,,,,13400,,,,,14300,,,,,16600,,,,,19600,,,,,24200,,,,,27500,,,,,36900,,,,,42500,,,,,45400,,,,,50700,,,,,57900,,,,,64000,,,,,71000,,,,,78200,,,,,81400,,,,,82400,,,,,84900,,,,,88800,,,,,92600,,,,,95300,,,,,96500,,,,,96700,,,,,96800,,,,,96800,,,,,96900,,,,,96400,,,,,95100,,,,,93300,,,,,91300,,,,,89200
Somalia,258000,,,,,272000,,,,,316000,,,,,360000,,,,,405000,,,,,460000,,,,,770000,,,,,833000,,,,,870000,,,,,890000,,,,,1080000,,,,,1310000,,,,,1600000,,,,,1800000,,,,,2070000,,,,,2370000,,,,,2740000,,,,,3100000,,,,,3460000,,,,,3810000,,,,,4150000,,,,,4500000,,,,,4850000,,,,,5160000,,,,,5440000,,,,,5690000,,,,,5910000,,,,,6110000,,,,,6280000,,,,,6400000,,,,,6490000
South Africa,1490000,,,,,1680000,,,,,1880000,,,,,2410000,,,,,2740000,,,,,3120000,,,,,3520000,,,,,4050000,,,,,4520000,,,,,4960000,,,,,5130000,,,,,5100000,,,,,5100000,,,,,5180000,,,,,5360000,,,,,5630000,,,,,5620000,,,,,5520000,,,,,5410000,,,,,5320000,,,,,5260000,,,,,5200000,,,,,5100000,,,,,4970000,,,,,4840000,,,,,4730000,,,,,4630000,,,,,4540000,,,,,4440000,,,,,4340000,,,,,4230000
South Korea,2440000,,,,,2610000,,,,,2860000,,,,,3400000,,,,,4400000,,,,,4530000,,,,,4420000,,,,,4450000,,,,,3970000,,,,,3830000,,,,,3110000,,,,,3480000,,,,,3170000,,,,,2520000,,,,,2290000,,,,,2240000,,,,,2280000,,,,,2300000,,,,,2330000,,,,,2220000,,,,,2020000,,,,,1910000,,,,,1910000,,,,,1950000,,,,,1980000,,,,,1970000,,,,,1900000,,,,,1800000,,,,,1730000,,,,,1730000,,,,,1750000
South Sudan,306000,,,,,336000,,,,,358000,,,,,345000,,,,,411000,,,,,486000,,,,,572000,,,,,664000,,,,,696000,,,,,644000,,,,,825000,,,,,1020000,,,,,1270000,,,,,1460000,,,,,1650000,,,,,1830000,,,,,2010000,,,,,2180000,,,,,2330000,,,,,2460000,,,,,2580000,,,,,2700000,,,,,2810000,,,,,2900000,,,,,2970000,,,,,3020000,,,,,3050000,,,,,3080000,,,,,3080000,,,,,3070000,,,,,3050000
Spain,2330000,,,,,2450000,,,,,2640000,,,,,2680000,,,,,3060000,,,,,3270000,,,,,3290000,,,,,3340000,,,,,3200000,,,,,2580000,,,,,2170000,,,,,2110000,,,,,2080000,,,,,2290000,,,,,2460000,,,,,2180000,,,,,2000000,,,,,1850000,,,,,1790000,,,,,1820000,,,,,1880000,,,,,1910000,,,,,1860000,,,,,1780000,,,,,1720000,,,,,1690000,,,,,1700000,,,,,1710000,,,,,1710000,,,,,1670000,,,,,1630000
Sri Lanka,837000,,,,,965000,,,,,1180000,,,,,1320000,,,,,1560000,,,,,1640000,,,,,1730000,,,,,1720000,,,,,1860000,,,,,1900000,,,,,1730000,,,,,1640000,,,,,1620000,,,,,1700000,,,,,1720000,,,,,1590000,,,,,1470000,,,,,1370000,,,,,1310000,,,,,1290000,,,,,1250000,,,,,1180000,,,,,1080000,,,,,1000000,,,,,952000,,,,,919000,,,,,890000,,,,,847000,,,,,793000,,,,,741000,,,,,704000
St. Lucia,9890,,,,,10200,,,,,11200,,,,,12700,,,,,14400,,,,,15900,,,,,17400,,,,,17100,,,,,15700,,,,,16400,,,,,17500,,,,,17200,,,,,15800,,,,,13300,,,,,11100,,,,,10800,,,,,10500,,,,,10100,,,,,9500,,,,,8840,,,,,8200,,,,,7770,,,,,7520,,,,,7320,,,,,7060,,,,,6750,,,,,6440,,,,,6180,,,,,6000,,,,,5850,,,,,5710
St. Vincent and the Grenadines,8590,,,,,9860,,,,,10500,,,,,12000,,,,,13000,,,,,14100,,,,,14200,,,,,14000,,,,,13500,,,,,12700,,,,,11500,,,,,10900,,,,,10300,,,,,9250,,,,,9010,,,,,8340,,,,,7860,,,,,7330,,,,,6880,,,,,6510,,,,,6210,,,,,5930,,,,,5620,,,,,5300,,,,,4990,,,,,4720,,,,,4490,,,,,4270,,,,,4050,,,,,3830,,,,,3620
Sudan,676000,,,,,774000,,,,,908000,,,,,1070000,,,,,1260000,,,,,1510000,,,,,1840000,,,,,2220000,,,,,2620000,,,,,3030000,,,,,3320000,,,,,3830000,,,,,4320000,,,,,4830000,,,,,5280000,,,,,5690000,,,,,6130000,,,,,6640000,,,,,7170000,,,,,7660000,,,,,8060000,,,,,8400000,,,,,8710000,,,,,9030000,,,,,9340000,,,,,9620000,,,,,9830000,,,,,9970000,,,,,10100000,,,,,10100000,,,,,10200000
Suriname,23000,,,,,26000,,,,,33800,,,,,41900,,,,,53500,,,,,54900,,,,,50000,,,,,43200,,,,,39000,,,,,45800,,,,,48100,,,,,50400,,,,,50700,,,,,49400,,,,,49200,,,,,49700,,,,,48800,,,,,47600,,,,,46200,,,,,44500,,,,,42900,,,,,41400,,,,,40000,,,,,38700,,,,,37300,,,,,36000,,,,,34700,,,,,33500,,,,,32400,,,,,31400,,,,,30400
Swaziland,31800,,,,,36000,,,,,43700,,,,,50000,,,,,57400,,,,,66600,,,,,79300,,,,,93300,,,,,112000,,,,,134000,,,,,156000,,,,,154000,,,,,152000,,,,,152000,,,,,165000,,,,,175000,,,,,183000,,,,,182000,,,,,180000,,,,,180000,,,,,181000,,,,,180000,,,,,177000,,,,,172000,,,,,167000,,,,,163000,,,,,159000,,,,,155000,,,,,151000,,,,,147000,,,,,143000
Sweden,445000,,,,,574000,,,,,619000,,,,,540000,,,,,532000,,,,,563000,,,,,584000,,,,,556000,,,,,497000,,,,,501000,,,,,575000,,,,,607000,,,,,487000,,,,,520000,,,,,586000,,,,,596000,,,,,627000,,,,,639000,,,,,624000,,,,,612000,,,,,626000,,,,,652000,,,,,672000,,,,,682000,,,,,681000,,,,,677000,,,,,678000,,,,,688000,,,,,698000,,,,,704000,,,,,703000
Switzerland,307000,,,,,371000,,,,,427000,,,,,446000,,,,,457000,,,,,502000,,,,,490000,,,,,418000,,,,,372000,,,,,402000,,,,,421000,,,,,438000,,,,,416000,,,,,398000,,,,,410000,,,,,438000,,,,,465000,,,,,466000,,,,,458000,,,,,449000,,,,,450000,,,,,461000,,,,,478000,,,,,489000,,,,,491000,,,,,486000,,,,,482000,,,,,482000,,,,,485000,,,,,489000,,,,,489000
Syria,365000,,,,,405000,,,,,501000,,,,,721000,,,,,844000,,,,,989000,,,,,1170000,,,,,1440000,,,,,1730000,,,,,1980000,,,,,2130000,,,,,2190000,,,,,2450000,,,,,2430000,,,,,2440000,,,,,2460000,,,,,2470000,,,,,2500000,,,,,2530000,,,,,2570000,,,,,2570000,,,,,2490000,,,,,2380000,,,,,2290000,,,,,2240000,,,,,2200000,,,,,2150000,,,,,2090000,,,,,2020000,,,,,1950000,,,,,1900000
Tajikistan,197000,,,,,151000,,,,,165000,,,,,282000,,,,,377000,,,,,444000,,,,,489000,,,,,545000,,,,,614000,,,,,736000,,,,,866000,,,,,873000,,,,,880000,,,,,842000,,,,,991000,,,,,1150000,,,,,1190000,,,,,1180000,,,,,1160000,,,,,1190000,,,,,1260000,,,,,1300000,,,,,1290000,,,,,1260000,,,,,1230000,,,,,1220000,,,,,1220000,,,,,1210000,,,,,1180000,,,,,1130000,,,,,1100000
Tanzania,937000,,,,,1080000,,,,,1260000,,,,,1410000,,,,,1680000,,,,,1990000,,,,,2340000,,,,,2770000,,,,,3250000,,,,,3820000,,,,,4370000,,,,,4960000,,,,,5720000,,,,,6850000,,,,,8020000,,,,,9230000,,,,,10300000,,,,,11400000,,,,,12700000,,,,,14000000,,,,,15300000,,,,,16400000,,,,,17500000,,,,,18600000,,,,,19600000,,,,,20600000,,,,,21400000,,,,,22200000,,,,,22800000,,,,,23300000,,,,,23800000
Thailand,2600000,,,,,2660000,,,,,3130000,,,,,3730000,,,,,4510000,,,,,5350000,,,,,6170000,,,,,6300000,,,,,6050000,,,,,5660000,,,,,5300000,,,,,5040000,,,,,4630000,,,,,4390000,,,,,4110000,,,,,3830000,,,,,3400000,,,,,3190000,,,,,3140000,,,,,3080000,,,,,2960000,,,,,2830000,,,,,2700000,,,,,2600000,,,,,2530000,,,,,2490000,,,,,2440000,,,,,2380000,,,,,2300000,,,,,2240000,,,,,2190000
Timor-Leste,49900,,,,,54200,,,,,62100,,,,,64600,,,,,71600,,,,,81400,,,,,76400,,,,,84300,,,,,67600,,,,,97600,,,,,109000,,,,,146000,,,,,159000,,,,,159000,,,,,181000,,,,,199000,,,,,211000,,,,,228000,,,,,243000,,,,,254000,,,,,261000,,,,,266000,,,,,270000,,,,,274000,,,,,276000,,,,,276000,,,,,273000,,,,,269000,,,,,264000,,,,,258000,,,,,253000
Togo,157000,,,,,170000,,,,,185000,,,,,200000,,,,,250000,,,,,291000,,,,,335000,,,,,411000,,,,,490000,,,,,567000,,,,,639000,,,,,686000,,,,,769000,,,,,907000,,,,,1040000,,,,,1120000,,,,,1200000,,,,,1280000,,,,,1380000,,,,,1480000,,,,,1560000,,,,,1630000,,,,,1690000,,,,,1740000,,,,,1790000,,,,,1840000,,,,,1870000,,,,,1890000,,,,,1900000,,,,,1900000,,,,,1880000
Tonga,6160,,,,,6680,,,,,7450,,,,,8510,,,,,11300,,,,,13500,,,,,13700,,,,,11900,,,,,11000,,,,,12500,,,,,11300,,,,,12100,,,,,12100,,,,,12800,,,,,13200,,,,,12500,,,,,11900,,,,,12200,,,,,12800,,,,,13300,,,,,13300,,,,,12800,,,,,12100,,,,,11700,,,,,11800,,,,,11900,,,,,11700,,,,,11200,,,,,10500,,,,,10000,,,,,9790
Trinidad and Tobago,66100,,,,,83800,,,,,103000,,,,,116000,,,,,128000,,,,,141000,,,,,117000,,,,,119000,,,,,127000,,,,,149000,,,,,130000,,,,,103000,,,,,87600,,,,,90100,,,,,96000,,,,,95100,,,,,86000,,,,,77500,,,,,72400,,,,,71300,,,,,71700,,,,,70600,,,,,67100,,,,,62900,,,,,59800,,,,,58400,,,,,57800,,,,,56800,,,,,55100,,,,,52800,,,,,50800
Tunisia,381000,,,,,470000,,,,,524000,,,,,587000,,,,,671000,,,,,759000,,,,,810000,,,,,862000,,,,,958000,,,,,1050000,,,,,1070000,,,,,946000,,,,,829000,,,,,791000,,,,,855000,,,,,1020000,,,,,993000,,,,,919000,,,,,837000,,,,,791000,,,,,800000,,,,,830000,,,,,837000,,,,,806000,,,,,758000,,,,,723000,,,,,712000,,,,,714000,,,,,713000,,,,,698000,,,,,673000
Turkey,2400000,,,,,2570000,,,,,2920000,,,,,3740000,,,,,4190000,,,,,4630000,,,,,5100000,,,,,5680000,,,,,6170000,,,,,6450000,,,,,6360000,,,,,6310000,,,,,6550000,,,,,6670000,,,,,6760000,,,,,6610000,,,,,6300000,,,,,6090000,,,,,5850000,,,,,5670000,,,,,5500000,,,,,5350000,,,,,5180000,,,,,4990000,,,,,4800000,,,,,4650000,,,,,4520000,,,,,4410000,,,,,4290000,,,,,4160000,,,,,4040000
Turkmenistan,146000,,,,,110000,,,,,139000,,,,,215000,,,,,285000,,,,,334000,,,,,358000,,,,,385000,,,,,432000,,,,,486000,,,,,567000,,,,,570000,,,,,472000,,,,,488000,,,,,524000,,,,,668000,,,,,651000,,,,,607000,,,,,571000,,,,,571000,,,,,597000,,,,,614000,,,,,601000,,,,,570000,,,,,543000,,,,,531000,,,,,530000,,,,,528000,,,,,517000,,,,,498000,,,,,479000
Uganda,554000,,,,,694000,,,,,808000,,,,,1000000,,,,,1170000,,,,,1360000,,,,,1590000,,,,,1850000,,,,,2230000,,,,,2670000,,,,,3180000,,,,,3840000,,,,,4560000,,,,,5430000,,,,,6320000,,,,,7210000,,,,,8160000,,,,,9140000,,,,,10100000,,,,,11000000,,,,,11900000,,,,,12700000,,,,,13400000,,,,,14000000,,,,,14500000,,,,,14900000,,,,,15300000,,,,,15500000,,,,,15700000,,,,,15700000,,,,,15700000
