country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Bangladesh,4380000,,,,,4890000,,,,,5470000,,,,,6090000,,,,,7680000,,,,,9050000,,,,,10600000,,,,,11500000,,,,,13400000,,,,,14900000,,,,,15700000,,,,,16100000,,,,,16500000,,,,,16500000,,,,,15600000,,,,,15100000,,,,,14700000,,,,,14100000,,,,,13400000,,,,,12700000,,,,,12000000,,,,,11400000,,,,,10900000,,,,,10500000,,,,,10000000,,,,,9630000,,,,,9270000,,,,,8940000,,,,,8640000,,,,,8360000,,,,,8100000
Barbados,22000,,,,,21600,,,,,26600,,,,,28100,,,,,30700,,,,,30800,,,,,26700,,,,,25800,,,,,21200,,,,,20600,,,,,20200,,,,,19700,,,,,19000,,,,,19100,,,,,18600,,,,,18300,,,,,17900,,,,,17500,,,,,17100,,,,,16700,,,,,16500,,,,,16200,,,,,15900,,,,,15600,,,,,15300,,,,,15100,,,,,14800,,,,,14600,,,,,14300,,,,,14000,,,,,13800
Belarus,815000,,,,,539000,,,,,606000,,,,,774000,,,,,953000,,,,,872000,,,,,722000,,,,,728000,,,,,742000,,,,,806000,,,,,788000,,,,,595000,,,,,457000,,,,,443000,,,,,512000,,,,,575000,,,,,554000,,,,,511000,,,,,460000,,,,,438000,,,,,453000,,,,,480000,,,,,486000,,,,,466000,,,,,438000,,,,,421000,,,,,421000,,,,,430000,,,,,434000,,,,,427000,,,,,412000
Belgium,573000,,,,,545000,,,,,701000,,,,,710000,,,,,762000,,,,,795000,,,,,729000,,,,,659000,,,,,606000,,,,,605000,,,,,612000,,,,,632000,,,,,611000,,,,,622000,,,,,671000,,,,,678000,,,,,685000,,,,,674000,,,,,661000,,,,,656000,,,,,665000,,,,,678000,,,,,685000,,,,,685000,,,,,679000,,,,,674000,,,,,673000,,,,,676000,,,,,678000,,,,,678000,,,,,672000
Belize,7570,,,,,7970,,,,,10200,,,,,13500,,,,,16900,,,,,18700,,,,,20100,,,,,21800,,,,,23600,,,,,27700,,,,,29500,,,,,34000,,,,,37700,,,,,39300,,,,,37900,,,,,39500,,,,,42000,,,,,43300,,,,,43200,,,,,42500,,,,,41800,,,,,41600,,,,,41500,,,,,41200,,,,,40600,,,,,39800,,,,,39000,,,,,38500,,,,,38000,,,,,37600,,,,,37000
Benin,221000,,,,,252000,,,,,256000,,,,,287000,,,,,327000,,,,,382000,,,,,446000,,,,,520000,,,,,617000,,,,,732000,,,,,859000,,,,,1000000,,,,,1150000,,,,,1310000,,,,,1490000,,,,,1670000,,,,,1840000,,,,,2010000,,,,,2190000,,,,,2360000,,,,,2530000,,,,,2680000,,,,,2820000,,,,,2950000,,,,,3070000,,,,,3180000,,,,,3260000,,,,,3340000,,,,,3400000,,,,,3440000,,,,,3470000
Bhutan,21100,,,,,23900,,,,,27400,,,,,27700,,,,,33200,,,,,39900,,,,,48300,,,,,57200,,,,,66500,,,,,66100,,,,,78900,,,,,79500,,,,,76300,,,,,72200,,,,,72400,,,,,69700,,,,,69500,,,,,66500,,,,,62300,,,,,58400,,,,,55700,,,,,54000,,,,,52700,,,,,51200,,,,,49200,,,,,47200,,,,,45600,,,,,44500,,,,,43700,,,,,42700,,,,,41600
Bolivia,330000,,,,,389000,,,,,419000,,,,,504000,,,,,550000,,,,,606000,,,,,673000,,,,,751000,,,,,844000,,,,,921000,,,,,977000,,,,,1040000,,,,,1100000,,,,,1130000,,,,,1150000,,,,,1150000,,,,,1180000,,,,,1210000,,,,,1210000,,,,,1210000,,,,,1190000,,,,,1180000,,,,,1160000,,,,,1140000,,,,,1110000,,,,,1090000,,,,,1060000,,,,,1030000,,,,,1010000,,,,,980000,,,,,954000
Bosnia and Herzegovina,344000,,,,,275000,,,,,370000,,,,,416000,,,,,432000,,,,,458000,,,,,415000,,,,,404000,,,,,365000,,,,,291000,,,,,287000,,,,,257000,,,,,234000,,,,,177000,,,,,172000,,,,,162000,,,,,161000,,,,,162000,,,,,156000,,,,,144000,,,,,133000,,,,,129000,,,,,128000,,,,,128000,,,,,125000,,,,,120000,,,,,114000,,,,,110000,,,,,108000,,,,,108000,,,,,106000
Botswana,51600,,,,,53700,,,,,57200,,,,,80600,,,,,94100,,,,,108000,,,,,126000,,,,,151000,,,,,184000,,,,,212000,,,,,213000,,,,,215000,,,,,216000,,,,,216000,,,,,230000,,,,,254000,,,,,256000,,,,,252000,,,,,246000,,,,,243000,,,,,243000,,,,,243000,,,,,240000,,,,,235000,,,,,229000,,,,,223000,,,,,220000,,,,,217000,,,,,213000,,,,,209000,,,,,205000
Brazil,6440000,,,,,6950000,,,,,8470000,,,,,10200000,,,,,11800000,,,,,13600000,,,,,14300000,,,,,15000000,,,,,16800000,,,,,18200000,,,,,17800000,,,,,17400000,,,,,17500000,,,,,16400000,,,,,15100000,,,,,14800000,,,,,14200000,,,,,13500000,,,,,12900000,,,,,12300000,,,,,11800000,,,,,11400000,,,,,11000000,,,,,10700000,,,,,10300000,,,,,9980000,,,,,9690000,,,,,9440000,,,,,9210000,,,,,8990000,,,,,8760000
Brunei,5100,,,,,5790,,,,,6800,,,,,12700,,,,,16000,,,,,18900,,,,,21300,,,,,25500,,,,,25700,,,,,28500,,,,,32400,,,,,34100,,,,,35500,,,,,33900,,,,,31400,,,,,33500,,,,,33100,,,,,31900,,,,,30500,,,,,29300,,,,,28400,,,,,28100,,,,,27900,,,,,27300,,,,,26500,,,,,25600,,,,,25000,,,,,24600,,,,,24300,,,,,23900,,,,,23400
Bulgaria,599000,,,,,598000,,,,,704000,,,,,690000,,,,,663000,,,,,629000,,,,,625000,,,,,660000,,,,,653000,,,,,558000,,,,,518000,,,,,405000,,,,,307000,,,,,315000,,,,,353000,,,,,333000,,,,,320000,,,,,300000,,,,,276000,,,,,260000,,,,,260000,,,,,262000,,,,,255000,,,,,243000,,,,,229000,,,,,219000,,,,,213000,,,,,212000,,,,,209000,,,,,202000,,,,,194000
Burkina Faso,493000,,,,,531000,,,,,559000,,,,,603000,,,,,673000,,,,,748000,,,,,848000,,,,,963000,,,,,1140000,,,,,1330000,,,,,1500000,,,,,1720000,,,,,2000000,,,,,2340000,,,,,2720000,,,,,3050000,,,,,3370000,,,,,3700000,,,,,4060000,,,,,4400000,,,,,4720000,,,,,4990000,,,,,5230000,,,,,5450000,,,,,5640000,,,,,5810000,,,,,5940000,,,,,6030000,,,,,6090000,,,,,6120000,,,,,6100000
Burundi,264000,,,,,281000,,,,,304000,,,,,378000,,,,,431000,,,,,471000,,,,,488000,,,,,518000,,,,,645000,,,,,803000,,,,,946000,,,,,1020000,,,,,1060000,,,,,1200000,,,,,1490000,,,,,1760000,,,,,2010000,,,,,2190000,,,,,2350000,,,,,2570000,,,,,2860000,,,,,3120000,,,,,3330000,,,,,3480000,,,,,3630000,,,,,3810000,,,,,3990000,,,,,4150000,,,,,4240000,,,,,4290000,,,,,4330000
Cambodia,528000,,,,,577000,,,,,654000,,,,,856000,,,,,919000,,,,,974000,,,,,876000,,,,,934000,,,,,804000,,,,,1460000,,,,,1740000,,,,,1800000,,,,,1600000,,,,,1490000,,,,,1640000,,,,,1740000,,,,,1760000,,,,,1700000,,,,,1640000,,,,,1630000,,,,,1630000,,,,,1600000,,,,,1550000,,,,,1480000,,,,,1430000,,,,,1400000,,,,,1360000,,,,,1320000,,,,,1270000,,,,,1230000,,,,,1190000
Cameroon,482000,,,,,516000,,,,,568000,,,,,642000,,,,,726000,,,,,859000,,,,,1020000,,,,,1210000,,,,,1450000,,,,,1740000,,,,,2000000,,,,,2200000,,,,,2430000,,,,,2810000,,,,,3230000,,,,,3600000,,,,,3890000,,,,,4190000,,,,,4490000,,,,,4810000,,,,,5120000,,,,,5400000,,,,,5650000,,,,,5870000,,,,,6050000,,,,,6230000,,,,,6390000,,,,,6500000,,,,,6580000,,,,,6620000,,,,,6630000
Canada,1130000,,,,,1370000,,,,,1780000,,,,,2050000,,,,,2290000,,,,,2350000,,,,,1980000,,,,,1840000,,,,,1880000,,,,,2000000,,,,,2060000,,,,,2120000,,,,,1940000,,,,,1850000,,,,,2060000,,,,,2120000,,,,,2170000,,,,,2190000,,,,,2200000,,,,,2200000,,,,,2250000,,,,,2330000,,,,,2400000,,,,,2440000,,,,,2460000,,,,,2470000,,,,,2490000,,,,,2520000,,,,,2540000,,,,,2560000,,,,,2560000
Cape Verde,21700,,,,,16000,,,,,16100,,,,,30800,,,,,36300,,,,,41700,,,,,42800,,,,,39700,,,,,41900,,,,,51800,,,,,61600,,,,,62000,,,,,58500,,,,,56000,,,,,55000,,,,,54000,,,,,54600,,,,,53800,,,,,51800,,,,,49600,,,,,47600,,,,,46100,,,,,44800,,,,,43400,,,,,42000,,,,,40600,,,,,39200,,,,,38100,,,,,37100,,,,,36100,,,,,35200
Central African Republic,137000,,,,,146000,,,,,154000,,,,,175000,,,,,202000,,,,,231000,,,,,265000,,,,,305000,,,,,351000,,,,,409000,,,,,459000,,,,,499000,,,,,552000,,,,,601000,,,,,643000,,,,,678000,,,,,702000,,,,,772000,,,,,844000,,,,,892000,,,,,912000,,,,,925000,,,,,942000,,,,,961000,,,,,976000,,,,,981000,,,,,976000,,,,,964000,,,,,951000,,,,,940000,,,,,928000
Chad,267000,,,,,288000,,,,,313000,,,,,389000,,,,,427000,,,,,472000,,,,,521000,,,,,617000,,,,,741000,,,,,882000,,,,,1070000,,,,,1320000,,,,,1580000,,,,,1870000,,,,,2150000,,,,,2440000,,,,,2730000,,,,,3010000,,,,,3280000,,,,,3520000,,,,,3740000,,,,,3930000,,,,,4100000,,,,,4250000,,,,,4390000,,,,,4500000,,,,,4590000,,,,,4640000,,,,,4680000,,,,,4690000,,,,,4670000
Chile,634000,,,,,749000,,,,,833000,,,,,1020000,,,,,1130000,,,,,1230000,,,,,1290000,,,,,1250000,,,,,1230000,,,,,1310000,,,,,1420000,,,,,1400000,,,,,1320000,,,,,1260000,,,,,1250000,,,,,1210000,,,,,1190000,,,,,1160000,,,,,1130000,,,,,1100000,,,,,1070000,,,,,1040000,,,,,1020000,,,,,1010000,,,,,986000,,,,,965000,,,,,944000,,,,,927000,,,,,910000,,,,,896000,,,,,881000
China,54800000,,,,,55400000,,,,,68800000,,,,,92700000,,,,,88100000,,,,,109000000,,,,,130000000,,,,,123000000,,,,,99100000,,,,,105000000,,,,,132000000,,,,,102000000,,,,,81100000,,,,,78800000,,,,,82200000,,,,,85600000,,,,,80500000,,,,,73000000,,,,,67800000,,,,,65100000,,,,,64300000,,,,,63900000,,,,,62300000,,,,,59400000,,,,,56400000,,,,,54400000,,,,,53400000,,,,,52700000,,,,,51800000,,,,,50200000,,,,,48500000
Colombia,1390000,,,,,1620000,,,,,2040000,,,,,2510000,,,,,2900000,,,,,3370000,,,,,3690000,,,,,3550000,,,,,3890000,,,,,4200000,,,,,4270000,,,,,4290000,,,,,4100000,,,,,4070000,,,,,3890000,,,,,3700000,,,,,3540000,,,,,3370000,,,,,3220000,,,,,3080000,,,,,2960000,,,,,2860000,,,,,2750000,,,,,2650000,,,,,2560000,,,,,2480000,,,,,2400000,,,,,2330000,,,,,2260000,,,,,2200000,,,,,2140000
Comoros,17900,,,,,19000,,,,,19500,,,,,24100,,,,,28500,,,,,32100,,,,,38000,,,,,43300,,,,,51000,,,,,61900,,,,,71000,,,,,76800,,,,,83100,,,,,91300,,,,,102000,,,,,112000,,,,,119000,,,,,124000,,,,,129000,,,,,135000,,,,,141000,,,,,146000,,,,,149000,,,,,151000,,,,,153000,,,,,154000,,,,,155000,,,,,155000,,,,,154000,,,,,152000,,,,,150000
"Congo, Dem. Rep.",1440000,,,,,1640000,,,,,1850000,,,,,2030000,,,,,2360000,,,,,2740000,,,,,3190000,,,,,3620000,,,,,4210000,,,,,5100000,,,,,5810000,,,,,6780000,,,,,7940000,,,,,9560000,,,,,11500000,,,,,13500000,,,,,15200000,,,,,17000000,,,,,18800000,,,,,20600000,,,,,22100000,,,,,23400000,,,,,24400000,,,,,25300000,,,,,26000000,,,,,26600000,,,,,26900000,,,,,27000000,,,,,27000000,,,,,26800000,,,,,26500000
"Congo, Rep.",92600,,,,,102000,,,,,115000,,,,,135000,,,,,159000,,,,,189000,,,,,225000,,,,,267000,,,,,311000,,,,,346000,,,,,381000,,,,,425000,,,,,500000,,,,,592000,,,,,708000,,,,,797000,,,,,844000,,,,,921000,,,,,1020000,,,,,1130000,,,,,1230000,,,,,1300000,,,,,1370000,,,,,1440000,,,,,1520000,,,,,1590000,,,,,1650000,,,,,1700000,,,,,1730000,,,,,1770000,,,,,1800000
Costa Rica,111000,,,,,131000,,,,,167000,,,,,185000,,,,,237000,,,,,280000,,,,,287000,,,,,276000,,,,,319000,,,,,372000,,,,,406000,,,,,409000,,,,,396000,,,,,362000,,,,,361000,,,,,351000,,,,,341000,,,,,327000,,,,,314000,,,,,302000,,,,,292000,,,,,285000,,,,,279000,,,,,271000,,,,,263000,,,,,257000,,,,,250000,,,,,245000,,,,,240000,,,,,235000,,,,,230000
Cote d'Ivoire,317000,,,,,346000,,,,,374000,,,,,468000,,,,,584000,,,,,741000,,,,,936000,,,,,1200000,,,,,1520000,,,,,1780000,,,,,2010000,,,,,2270000,,,,,2600000,,,,,2860000,,,,,3160000,,,,,3570000,,,,,4000000,,,,,4400000,,,,,4790000,,,,,5200000,,,,,5610000,,,,,6010000,,,,,6400000,,,,,6770000,,,,,7130000,,,,,7460000,,,,,7760000,,,,,8020000,,,,,8260000,,,,,8460000,,,,,8620000
Croatia,343000,,,,,297000,,,,,383000,,,,,397000,,,,,371000,,,,,344000,,,,,316000,,,,,332000,,,,,328000,,,,,320000,,,,,284000,,,,,240000,,,,,242000,,,,,206000,,,,,216000,,,,,202000,,,,,185000,,,,,172000,,,,,164000,,,,,158000,,,,,156000,,,,,154000,,,,,149000,,,,,141000,,,,,135000,,,,,131000,,,,,129000,,,,,127000,,,,,125000,,,,,121000,,,,,117000
Cuba,660000,,,,,708000,,,,,744000,,,,,853000,,,,,847000,,,,,1190000,,,,,1190000,,,,,1100000,,,,,779000,,,,,763000,,,,,875000,,,,,778000,,,,,713000,,,,,636000,,,,,583000,,,,,611000,,,,,592000,,,,,571000,,,,,540000,,,,,511000,,,,,492000,,,,,485000,,,,,478000,,,,,465000,,,,,447000,,,,,429000,,,,,416000,,,,,407000,,,,,399000,,,,,390000,,,,,379000
Cyprus,50700,,,,,51600,,,,,67000,,,,,64500,,,,,67100,,,,,61100,,,,,57400,,,,,55300,,,,,58900,,,,,67300,,,,,70500,,,,,74700,,,,,70300,,,,,64900,,,,,67800,,,,,69200,,,,,67100,,,,,63000,,,,,61700,,,,,61900,,,,,62800,,,,,63100,,,,,62400,,,,,61400,,,,,60800,,,,,60900,,,,,61300,,,,,61400,,,,,61100,,,,,60500,,,,,59800
Czech Republic,549000,,,,,724000,,,,,885000,,,,,854000,,,,,719000,,,,,680000,,,,,682000,,,,,843000,,,,,891000,,,,,690000,,,,,648000,,,,,594000,,,,,452000,,,,,481000,,,,,572000,,,,,556000,,,,,541000,,,,,510000,,,,,473000,,,,,457000,,,,,477000,,,,,500000,,,,,501000,,,,,486000,,,,,466000,,,,,452000,,,,,451000,,,,,461000,,,,,466000,,,,,461000,,,,,449000
Denmark,314000,,,,,384000,,,,,417000,,,,,372000,,,,,368000,,,,,393000,,,,,390000,,,,,364000,,,,,316000,,,,,273000,,,,,303000,,,,,348000,,,,,343000,,,,,330000,,,,,337000,,,,,302000,,,,,315000,,,,,337000,,,,,350000,,,,,350000,,,,,343000,,,,,337000,,,,,338000,,,,,347000,,,,,355000,,,,,357000,,,,,354000,,,,,348000,,,,,346000,,,,,347000,,,,,350000
Djibouti,7650,,,,,8960,,,,,11300,,,,,12600,,,,,18100,,,,,27300,,,,,46400,,,,,53000,,,,,75800,,,,,76000,,,,,95100,,,,,95000,,,,,97500,,,,,98700,,,,,96000,,,,,98100,,,,,99200,,,,,99600,,,,,98300,,,,,95600,,,,,92300,,,,,89400,,,,,87400,,,,,85600,,,,,83800,,,,,81500,,,,,79100,,,,,76800,,,,,75000,,,,,73400,,,,,71900
Dominican Republic,302000,,,,,321000,,,,,391000,,,,,509000,,,,,619000,,,,,706000,,,,,766000,,,,,812000,,,,,855000,,,,,920000,,,,,963000,,,,,1000000,,,,,998000,,,,,1030000,,,,,1050000,,,,,1040000,,,,,1020000,,,,,991000,,,,,961000,,,,,928000,,,,,891000,,,,,854000,,,,,816000,,,,,780000,,,,,747000,,,,,717000,,,,,689000,,,,,661000,,,,,636000,,,,,612000,,,,,590000
Ecuador,381000,,,,,446000,,,,,499000,,,,,659000,,,,,760000,,,,,871000,,,,,999000,,,,,1110000,,,,,1190000,,,,,1290000,,,,,1400000,,,,,1460000,,,,,1500000,,,,,1510000,,,,,1560000,,,,,1600000,,,,,1610000,,,,,1600000,,,,,1580000,,,,,1550000,,,,,1530000,,,,,1490000,,,,,1460000,,,,,1420000,,,,,1380000,,,,,1350000,,,,,1310000,,,,,1280000,,,,,1250000,,,,,1220000,,,,,1190000
Egypt,2120000,,,,,2190000,,,,,3170000,,,,,3540000,,,,,4230000,,,,,4740000,,,,,5300000,,,,,5760000,,,,,6650000,,,,,7820000,,,,,8860000,,,,,8390000,,,,,8180000,,,,,8900000,,,,,9760000,,,,,12300000,,,,,12000000,,,,,11600000,,,,,11600000,,,,,12200000,,,,,12900000,,,,,13100000,,,,,12900000,,,,,12700000,,,,,12600000,,,,,12600000,,,,,12500000,,,,,12300000,,,,,12000000,,,,,11700000,,,,,11500000
El Salvador,270000,,,,,286000,,,,,322000,,,,,400000,,,,,470000,,,,,534000,,,,,578000,,,,,626000,,,,,655000,,,,,641000,,,,,656000,,,,,716000,,,,,710000,,,,,617000,,,,,576000,,,,,556000,,,,,553000,,,,,531000,,,,,498000,,,,,461000,,,,,428000,,,,,404000,,,,,385000,,,,,366000,,,,,344000,,,,,322000,,,,,302000,,,,,286000,,,,,272000,,,,,260000,,,,,247000
Equatorial Guinea,22300,,,,,23500,,,,,24600,,,,,30900,,,,,33300,,,,,28900,,,,,30100,,,,,35700,,,,,45900,,,,,61900,,,,,68100,,,,,78200,,,,,96200,,,,,118000,,,,,144000,,,,,171000,,,,,195000,,,,,218000,,,,,238000,,,,,253000,,,,,266000,,,,,278000,,,,,289000,,,,,297000,,,,,302000,,,,,305000,,,,,307000,,,,,307000,,,,,306000,,,,,304000,,,,,301000
Eritrea,139000,,,,,156000,,,,,174000,,,,,178000,,,,,213000,,,,,249000,,,,,290000,,,,,332000,,,,,383000,,,,,443000,,,,,500000,,,,,494000,,,,,504000,,,,,602000,,,,,700000,,,,,734000,,,,,762000,,,,,792000,,,,,836000,,,,,889000,,,,,932000,,,,,954000,,,,,962000,,,,,967000,,,,,976000,,,,,985000,,,,,988000,,,,,977000,,,,,961000,,,,,944000,,,,,928000
Estonia,102000,,,,,89700,,,,,90700,,,,,97500,,,,,101000,,,,,101000,,,,,101000,,,,,110000,,,,,111000,,,,,107000,,,,,105000,,,,,78900,,,,,59100,,,,,64100,,,,,76800,,,,,70700,,,,,68900,,,,,64000,,,,,57600,,,,,55100,,,,,56500,,,,,57900,,,,,56800,,,,,53800,,,,,50400,,,,,48200,,,,,47500,,,,,47700,,,,,47400,,,,,46000,,,,,44000
Ethiopia,2130000,,,,,2400000,,,,,2710000,,,,,2920000,,,,,3300000,,,,,3880000,,,,,4060000,,,,,5020000,,,,,5910000,,,,,7410000,,,,,8470000,,,,,9920000,,,,,11900000,,,,,13000000,,,,,13500000,,,,,14600000,,,,,15500000,,,,,16100000,,,,,16500000,,,,,16700000,,,,,16800000,,,,,16800000,,,,,16700000,,,,,16500000,,,,,16200000,,,,,15800000,,,,,15400000,,,,,15000000,,,,,14700000,,,,,14300000,,,,,13900000
Fiji,36000,,,,,43300,,,,,51300,,,,,61600,,,,,72800,,,,,76600,,,,,78400,,,,,80000,,,,,84500,,,,,91700,,,,,89500,,,,,80100,,,,,78600,,,,,80300,,,,,87400,,,,,86300,,,,,82100,,,,,78600,,,,,76600,,,,,75000,,,,,72500,,,,,69500,,,,,66300,,,,,63000,,,,,59900,,,,,57200,,,,,54800,,,,,52600,,,,,50200,,,,,47900,,,,,45700
