country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Tunisia,556000,,,,,602000,,,,,640000,,,,,668000,,,,,731000,,,,,827000,,,,,932000,,,,,1070000,,,,,1180000,,,,,1410000,,,,,1690000,,,,,2070000,,,,,2480000,,,,,2710000,,,,,2940000,,,,,3210000,,,,,3460000,,,,,3620000,,,,,3580000,,,,,3400000,,,,,3250000,,,,,3340000,,,,,3510000,,,,,3640000,,,,,3630000,,,,,3410000,,,,,3230000,,,,,3150000,,,,,3160000,,,,,3180000,,,,,3150000
Turkey,3520000,,,,,4000000,,,,,4060000,,,,,4400000,,,,,5020000,,,,,5980000,,,,,6910000,,,,,7910000,,,,,8740000,,,,,9800000,,,,,11300000,,,,,13200000,,,,,15300000,,,,,17700000,,,,,20300000,,,,,21900000,,,,,23000000,,,,,23800000,,,,,24300000,,,,,24500000,,,,,24600000,,,,,24700000,,,,,24400000,,,,,23900000,,,,,23300000,,,,,22500000,,,,,21700000,,,,,21100000,,,,,20500000,,,,,19900000,,,,,19300000
Turkmenistan,232000,,,,,257000,,,,,262000,,,,,271000,,,,,318000,,,,,358000,,,,,424000,,,,,425000,,,,,441000,,,,,540000,,,,,666000,,,,,833000,,,,,991000,,,,,1110000,,,,,1230000,,,,,1370000,,,,,1560000,,,,,1750000,,,,,1800000,,,,,1830000,,,,,1820000,,,,,1930000,,,,,2110000,,,,,2220000,,,,,2270000,,,,,2190000,,,,,2150000,,,,,2170000,,,,,2210000,,,,,2220000,,,,,2170000
Uganda,653000,,,,,748000,,,,,867000,,,,,1030000,,,,,1220000,,,,,1380000,,,,,1490000,,,,,1670000,,,,,1900000,,,,,2100000,,,,,2320000,,,,,2620000,,,,,3140000,,,,,3940000,,,,,4990000,,,,,6260000,,,,,7720000,,,,,9480000,,,,,11600000,,,,,14100000,,,,,17100000,,,,,20400000,,,,,23900000,,,,,27500000,,,,,31300000,,,,,35100000,,,,,38800000,,,,,42300000,,,,,45500000,,,,,48500000,,,,,51300000
Ukraine,8150000,,,,,9500000,,,,,9250000,,,,,10000000,,,,,11300000,,,,,11500000,,,,,13600000,,,,,13200000,,,,,12500000,,,,,13400000,,,,,12800000,,,,,13300000,,,,,13000000,,,,,12500000,,,,,12200000,,,,,12300000,,,,,12800000,,,,,12300000,,,,,11000000,,,,,9420000,,,,,8370000,,,,,8140000,,,,,8340000,,,,,8490000,,,,,8080000,,,,,7540000,,,,,7140000,,,,,6980000,,,,,6990000,,,,,7000000,,,,,6870000
United Arab Emirates,10200,,,,,11300,,,,,12700,,,,,17100,,,,,29600,,,,,74800,,,,,130000,,,,,189000,,,,,319000,,,,,442000,,,,,588000,,,,,881000,,,,,1780000,,,,,2530000,,,,,2950000,,,,,3210000,,,,,3460000,,,,,3560000,,,,,3780000,,,,,4020000,,,,,4230000,,,,,4390000,,,,,4340000,,,,,4220000,,,,,4060000,,,,,3940000,,,,,3940000,,,,,3940000,,,,,3910000,,,,,3860000,,,,,3800000
United Kingdom,13400000,,,,,13900000,,,,,14000000,,,,,14100000,,,,,13600000,,,,,13100000,,,,,12900000,,,,,12700000,,,,,13500000,,,,,14100000,,,,,15000000,,,,,16200000,,,,,17000000,,,,,17500000,,,,,17600000,,,,,17500000,,,,,17600000,,,,,17900000,,,,,18000000,,,,,17600000,,,,,17500000,,,,,17700000,,,,,18100000,,,,,18600000,,,,,18600000,,,,,18400000,,,,,18200000,,,,,18100000,,,,,18200000,,,,,18400000,,,,,18300000
United States,36400000,,,,,39400000,,,,,42900000,,,,,45400000,,,,,46700000,,,,,46600000,,,,,46300000,,,,,48000000,,,,,53700000,,,,,62500000,,,,,73600000,,,,,82100000,,,,,85300000,,,,,84600000,,,,,82400000,,,,,81800000,,,,,84400000,,,,,89200000,,,,,92900000,,,,,95300000,,,,,96300000,,,,,95300000,,,,,95800000,,,,,97000000,,,,,98200000,,,,,100000000,,,,,101000000,,,,,101000000,,,,,101000000,,,,,101000000,,,,,102000000
Uruguay,467000,,,,,514000,,,,,550000,,,,,593000,,,,,640000,,,,,656000,,,,,672000,,,,,672000,,,,,668000,,,,,677000,,,,,715000,,,,,750000,,,,,776000,,,,,815000,,,,,848000,,,,,859000,,,,,890000,,,,,916000,,,,,927000,,,,,942000,,,,,937000,,,,,914000,,,,,893000,,,,,877000,,,,,860000,,,,,842000,,,,,820000,,,,,796000,,,,,773000,,,,,752000,,,,,733000
Uzbekistan,1360000,,,,,1380000,,,,,1260000,,,,,1340000,,,,,1680000,,,,,1960000,,,,,2360000,,,,,2480000,,,,,2430000,,,,,2870000,,,,,3560000,,,,,4580000,,,,,5540000,,,,,6310000,,,,,7020000,,,,,7890000,,,,,9190000,,,,,10400000,,,,,10900000,,,,,10800000,,,,,10700000,,,,,10700000,,,,,11100000,,,,,11400000,,,,,11200000,,,,,10700000,,,,,10300000,,,,,10100000,,,,,10000000,,,,,9850000,,,,,9530000
Vanuatu,5730,,,,,6560,,,,,7600,,,,,8880,,,,,10800,,,,,12200,,,,,13900,,,,,16100,,,,,18600,,,,,22100,,,,,25100,,,,,30700,,,,,37000,,,,,43200,,,,,50800,,,,,59400,,,,,70100,,,,,78600,,,,,88400,,,,,95600,,,,,104000,,,,,114000,,,,,123000,,,,,131000,,,,,137000,,,,,143000,,,,,148000,,,,,153000,,,,,158000,,,,,161000,,,,,164000
Venezuela,706000,,,,,869000,,,,,1050000,,,,,1260000,,,,,1490000,,,,,1750000,,,,,2040000,,,,,2380000,,,,,2820000,,,,,3380000,,,,,4110000,,,,,5070000,,,,,5980000,,,,,6720000,,,,,7420000,,,,,8000000,,,,,8700000,,,,,9400000,,,,,9920000,,,,,10300000,,,,,10500000,,,,,10800000,,,,,11000000,,,,,11100000,,,,,11000000,,,,,10900000,,,,,10700000,,,,,10500000,,,,,10300000,,,,,10000000,,,,,9790000
Vietnam,4920000,,,,,5410000,,,,,5830000,,,,,6300000,,,,,6870000,,,,,7440000,,,,,7800000,,,,,7980000,,,,,8440000,,,,,10000000,,,,,12900000,,,,,16400000,,,,,20000000,,,,,22800000,,,,,24800000,,,,,26900000,,,,,29200000,,,,,31000000,,,,,30600000,,,,,29200000,,,,,27700000,,,,,26700000,,,,,27300000,,,,,28200000,,,,,27900000,,,,,26700000,,,,,25600000,,,,,24700000,,,,,24500000,,,,,24700000,,,,,24600000
Yemen,626000,,,,,668000,,,,,712000,,,,,761000,,,,,798000,,,,,828000,,,,,915000,,,,,1040000,,,,,1230000,,,,,1750000,,,,,2030000,,,,,2350000,,,,,2660000,,,,,3090000,,,,,3830000,,,,,4870000,,,,,6250000,,,,,7850000,,,,,9120000,,,,,10200000,,,,,11200000,,,,,12200000,,,,,13200000,,,,,14100000,,,,,14800000,,,,,15100000,,,,,15300000,,,,,15300000,,,,,15200000,,,,,15000000,,,,,14600000
Zambia,294000,,,,,343000,,,,,394000,,,,,453000,,,,,519000,,,,,601000,,,,,697000,,,,,809000,,,,,905000,,,,,973000,,,,,1050000,,,,,1150000,,,,,1340000,,,,,1710000,,,,,2200000,,,,,2760000,,,,,3380000,,,,,4060000,,,,,4860000,,,,,5800000,,,,,6830000,,,,,7940000,,,,,9130000,,,,,10400000,,,,,11800000,,,,,13200000,,,,,14700000,,,,,16200000,,,,,17700000,,,,,19200000,,,,,20700000
Zimbabwe,390000,,,,,434000,,,,,502000,,,,,563000,,,,,641000,,,,,720000,,,,,781000,,,,,919000,,,,,1040000,,,,,1180000,,,,,1260000,,,,,1300000,,,,,1410000,,,,,1690000,,,,,2200000,,,,,2880000,,,,,3640000,,,,,4350000,,,,,4950000,,,,,5490000,,,,,6180000,,,,,7050000,,,,,7850000,,,,,8520000,,,,,8980000,,,,,9280000,,,,,9610000,,,,,9940000,,,,,10200000,,,,,10300000,,,,,10300000
