country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Trinidad and Tobago,191000,,,,,200000,,,,,216000,,,,,231000,,,,,239000,,,,,282000,,,,,336000,,,,,384000,,,,,393000,,,,,400000,,,,,402000,,,,,425000,,,,,446000,,,,,443000,,,,,417000,,,,,374000,,,,,351000,,,,,349000,,,,,351000,,,,,340000,,,,,317000,,,,,294000,,,,,281000,,,,,275000,,,,,270000,,,,,263000,,,,,251000,,,,,240000,,,,,232000,,,,,226000,,,,,222000
Tunisia,1020000,,,,,1080000,,,,,1080000,,,,,1160000,,,,,1180000,,,,,1380000,,,,,1670000,,,,,2070000,,,,,2530000,,,,,2870000,,,,,3170000,,,,,3380000,,,,,3630000,,,,,3750000,,,,,3710000,,,,,3510000,,,,,3340000,,,,,3430000,,,,,3590000,,,,,3720000,,,,,3710000,,,,,3480000,,,,,3290000,,,,,3210000,,,,,3210000,,,,,3230000,,,,,3190000,,,,,3080000,,,,,2960000,,,,,2870000,,,,,2830000
Turkey,5900000,,,,,6790000,,,,,7820000,,,,,8690000,,,,,9470000,,,,,10600000,,,,,12200000,,,,,14300000,,,,,16400000,,,,,18400000,,,,,20500000,,,,,22400000,,,,,23800000,,,,,24900000,,,,,25900000,,,,,25800000,,,,,25600000,,,,,25600000,,,,,25200000,,,,,24600000,,,,,23900000,,,,,23100000,,,,,22300000,,,,,21600000,,,,,20900000,,,,,20300000,,,,,19700000,,,,,19000000,,,,,18400000,,,,,17900000,,,,,17400000
Turkmenistan,344000,,,,,382000,,,,,467000,,,,,499000,,,,,521000,,,,,623000,,,,,759000,,,,,966000,,,,,1150000,,,,,1310000,,,,,1440000,,,,,1530000,,,,,1720000,,,,,1910000,,,,,1970000,,,,,1990000,,,,,1970000,,,,,2080000,,,,,2260000,,,,,2380000,,,,,2430000,,,,,2330000,,,,,2280000,,,,,2290000,,,,,2330000,,,,,2330000,,,,,2280000,,,,,2200000,,,,,2130000,,,,,2090000,,,,,2070000
Uganda,1480000,,,,,1700000,,,,,1840000,,,,,2110000,,,,,2420000,,,,,2750000,,,,,3260000,,,,,3820000,,,,,4560000,,,,,5320000,,,,,6250000,,,,,7540000,,,,,9120000,,,,,11000000,,,,,13200000,,,,,15900000,,,,,18900000,,,,,22300000,,,,,25800000,,,,,29500000,,,,,33300000,,,,,37200000,,,,,40900000,,,,,44500000,,,,,47700000,,,,,50700000,,,,,53400000,,,,,55700000,,,,,57700000,,,,,59300000,,,,,60400000
Ukraine,11900000,,,,,11800000,,,,,14300000,,,,,14200000,,,,,13400000,,,,,14500000,,,,,14100000,,,,,15000000,,,,,15000000,,,,,14400000,,,,,13800000,,,,,13700000,,,,,14000000,,,,,13300000,,,,,11900000,,,,,10100000,,,,,8940000,,,,,8620000,,,,,8790000,,,,,8930000,,,,,8470000,,,,,7870000,,,,,7420000,,,,,7220000,,,,,7200000,,,,,7190000,,,,,7040000,,,,,6760000,,,,,6480000,,,,,6290000,,,,,6210000
United Arab Emirates,19100,,,,,21500,,,,,24500,,,,,53800,,,,,97100,,,,,267000,,,,,541000,,,,,660000,,,,,791000,,,,,1140000,,,,,1480000,,,,,2500000,,,,,4930000,,,,,4850000,,,,,4810000,,,,,4830000,,,,,4860000,,,,,4900000,,,,,4750000,,,,,4560000,,,,,4370000,,,,,4230000,,,,,4200000,,,,,4180000,,,,,4130000,,,,,4060000,,,,,3980000,,,,,3910000,,,,,3850000,,,,,3790000,,,,,3710000
United Kingdom,14700000,,,,,13900000,,,,,13800000,,,,,13600000,,,,,14300000,,,,,14800000,,,,,15500000,,,,,16600000,,,,,17000000,,,,,17200000,,,,,16900000,,,,,16500000,,,,,16900000,,,,,17200000,,,,,17300000,,,,,16900000,,,,,16800000,,,,,17000000,,,,,17400000,,,,,17900000,,,,,17900000,,,,,17700000,,,,,17500000,,,,,17500000,,,,,17700000,,,,,17800000,,,,,17800000,,,,,17700000,,,,,17500000,,,,,17400000,,,,,17300000
United States,48800000,,,,,48200000,,,,,48200000,,,,,49600000,,,,,54400000,,,,,63500000,,,,,73300000,,,,,81400000,,,,,83500000,,,,,82700000,,,,,81600000,,,,,80600000,,,,,82300000,,,,,86800000,,,,,90300000,,,,,92400000,,,,,93300000,,,,,92000000,,,,,92400000,,,,,93700000,,,,,95000000,,,,,97100000,,,,,98100000,,,,,98300000,,,,,98300000,,,,,98700000,,,,,99500000,,,,,100000000,,,,,101000000,,,,,101000000,,,,,100000000
Uruguay,684000,,,,,725000,,,,,776000,,,,,794000,,,,,796000,,,,,753000,,,,,782000,,,,,828000,,,,,859000,,,,,914000,,,,,959000,,,,,934000,,,,,950000,,,,,967000,,,,,975000,,,,,989000,,,,,981000,,,,,955000,,,,,931000,,,,,912000,,,,,893000,,,,,872000,,,,,847000,,,,,821000,,,,,795000,,,,,772000,,,,,752000,,,,,732000,,,,,712000,,,,,692000,,,,,673000
Uzbekistan,1710000,,,,,2080000,,,,,2510000,,,,,2640000,,,,,2770000,,,,,3260000,,,,,4100000,,,,,5270000,,,,,6280000,,,,,6980000,,,,,7640000,,,,,8430000,,,,,9750000,,,,,11000000,,,,,11600000,,,,,11500000,,,,,11300000,,,,,11300000,,,,,11600000,,,,,11900000,,,,,11700000,,,,,11200000,,,,,10700000,,,,,10500000,,,,,10300000,,,,,10100000,,,,,9790000,,,,,9390000,,,,,9060000,,,,,8830000,,,,,8650000
Vanuatu,12900,,,,,14900,,,,,17300,,,,,20300,,,,,23300,,,,,27500,,,,,32100,,,,,36400,,,,,41300,,,,,48100,,,,,53400,,,,,62300,,,,,73100,,,,,81800,,,,,91700,,,,,98700,,,,,108000,,,,,118000,,,,,126000,,,,,134000,,,,,140000,,,,,145000,,,,,151000,,,,,156000,,,,,160000,,,,,163000,,,,,166000,,,,,167000,,,,,168000,,,,,167000,,,,,167000
Venezuela,1510000,,,,,1890000,,,,,2230000,,,,,2590000,,,,,3050000,,,,,3630000,,,,,4390000,,,,,5400000,,,,,6370000,,,,,7160000,,,,,7910000,,,,,8520000,,,,,9240000,,,,,9940000,,,,,10400000,,,,,10800000,,,,,11000000,,,,,11200000,,,,,11400000,,,,,11400000,,,,,11400000,,,,,11200000,,,,,11000000,,,,,10700000,,,,,10500000,,,,,10200000,,,,,9970000,,,,,9700000,,,,,9450000,,,,,9200000,,,,,8970000
Vietnam,7720000,,,,,8410000,,,,,8880000,,,,,9150000,,,,,9760000,,,,,11400000,,,,,14000000,,,,,17600000,,,,,21400000,,,,,24400000,,,,,26700000,,,,,28800000,,,,,30800000,,,,,32600000,,,,,32100000,,,,,30500000,,,,,28900000,,,,,27700000,,,,,28300000,,,,,29100000,,,,,28800000,,,,,27500000,,,,,26300000,,,,,25400000,,,,,25100000,,,,,25200000,,,,,25100000,,,,,24600000,,,,,23800000,,,,,23200000,,,,,22900000
Yemen,1200000,,,,,1310000,,,,,1430000,,,,,1570000,,,,,1700000,,,,,1740000,,,,,2000000,,,,,2370000,,,,,2870000,,,,,3570000,,,,,4360000,,,,,5450000,,,,,6950000,,,,,8680000,,,,,10000000,,,,,11200000,,,,,12200000,,,,,13200000,,,,,14200000,,,,,15200000,,,,,15800000,,,,,16100000,,,,,16200000,,,,,16200000,,,,,16000000,,,,,15700000,,,,,15300000,,,,,14700000,,,,,14100000,,,,,13600000,,,,,13000000
Zambia,643000,,,,,728000,,,,,829000,,,,,950000,,,,,1090000,,,,,1280000,,,,,1510000,,,,,1820000,,,,,2130000,,,,,2490000,,,,,2980000,,,,,3430000,,,,,3970000,,,,,4670000,,,,,5480000,,,,,6440000,,,,,7490000,,,,,8620000,,,,,9820000,,,,,11100000,,,,,12500000,,,,,14000000,,,,,15500000,,,,,17000000,,,,,18500000,,,,,20000000,,,,,21500000,,,,,23000000,,,,,24400000,,,,,25700000,,,,,27000000
Zimbabwe,779000,,,,,879000,,,,,978000,,,,,1120000,,,,,1240000,,,,,1480000,,,,,1740000,,,,,2240000,,,,,2830000,,,,,3200000,,,,,3610000,,,,,4020000,,,,,4570000,,,,,5180000,,,,,5740000,,,,,6220000,,,,,6870000,,,,,7720000,,,,,8510000,,,,,9160000,,,,,9590000,,,,,9840000,,,,,10100000,,,,,10500000,,,,,10700000,,,,,10800000,,,,,10800000,,,,,10700000,,,,,10500000,,,,,10400000,,,,,10200000
