country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Sweden,618000,,,,,537000,,,,,522000,,,,,556000,,,,,582000,,,,,551000,,,,,488000,,,,,473000,,,,,553000,,,,,594000,,,,,464000,,,,,491000,,,,,556000,,,,,587000,,,,,620000,,,,,632000,,,,,617000,,,,,605000,,,,,619000,,,,,645000,,,,,665000,,,,,675000,,,,,675000,,,,,671000,,,,,673000,,,,,683000,,,,,694000,,,,,700000,,,,,699000,,,,,696000,,,,,693000
Switzerland,422000,,,,,414000,,,,,441000,,,,,508000,,,,,506000,,,,,436000,,,,,356000,,,,,369000,,,,,385000,,,,,425000,,,,,401000,,,,,366000,,,,,384000,,,,,427000,,,,,456000,,,,,456000,,,,,448000,,,,,440000,,,,,440000,,,,,452000,,,,,469000,,,,,480000,,,,,483000,,,,,478000,,,,,475000,,,,,475000,,,,,479000,,,,,483000,,,,,484000,,,,,480000,,,,,473000
Syria,546000,,,,,773000,,,,,892000,,,,,1030000,,,,,1210000,,,,,1470000,,,,,1760000,,,,,2000000,,,,,2140000,,,,,2190000,,,,,2430000,,,,,2520000,,,,,2670000,,,,,2240000,,,,,1860000,,,,,2330000,,,,,2530000,,,,,2580000,,,,,2580000,,,,,2500000,,,,,2390000,,,,,2300000,,,,,2240000,,,,,2200000,,,,,2160000,,,,,2100000,,,,,2020000,,,,,1950000,,,,,1900000,,,,,1860000,,,,,1830000
Tajikistan,172000,,,,,296000,,,,,387000,,,,,469000,,,,,513000,,,,,568000,,,,,633000,,,,,783000,,,,,939000,,,,,923000,,,,,892000,,,,,859000,,,,,1000000,,,,,1170000,,,,,1210000,,,,,1190000,,,,,1170000,,,,,1200000,,,,,1270000,,,,,1310000,,,,,1300000,,,,,1260000,,,,,1230000,,,,,1230000,,,,,1230000,,,,,1220000,,,,,1180000,,,,,1140000,,,,,1100000,,,,,1080000,,,,,1070000
Tanzania,1460000,,,,,1620000,,,,,1900000,,,,,2220000,,,,,2590000,,,,,3040000,,,,,3540000,,,,,4060000,,,,,4650000,,,,,5360000,,,,,5980000,,,,,7100000,,,,,8230000,,,,,9420000,,,,,10400000,,,,,11600000,,,,,12800000,,,,,14100000,,,,,15400000,,,,,16600000,,,,,17700000,,,,,18700000,,,,,19800000,,,,,20700000,,,,,21600000,,,,,22300000,,,,,22900000,,,,,23400000,,,,,23900000,,,,,24200000,,,,,24300000
Thailand,3400000,,,,,4000000,,,,,4780000,,,,,5580000,,,,,6320000,,,,,6410000,,,,,6160000,,,,,5740000,,,,,5350000,,,,,5130000,,,,,4700000,,,,,4240000,,,,,4040000,,,,,3840000,,,,,3410000,,,,,3200000,,,,,3140000,,,,,3080000,,,,,2960000,,,,,2830000,,,,,2700000,,,,,2590000,,,,,2530000,,,,,2490000,,,,,2440000,,,,,2370000,,,,,2300000,,,,,2240000,,,,,2180000,,,,,2150000,,,,,2110000
Timor-Leste,70600,,,,,72600,,,,,80000,,,,,89900,,,,,98400,,,,,101000,,,,,73300,,,,,110000,,,,,124000,,,,,156000,,,,,183000,,,,,178000,,,,,187000,,,,,204000,,,,,216000,,,,,233000,,,,,248000,,,,,259000,,,,,266000,,,,,270000,,,,,274000,,,,,277000,,,,,279000,,,,,279000,,,,,276000,,,,,271000,,,,,266000,,,,,260000,,,,,255000,,,,,249000,,,,,242000
Togo,235000,,,,,253000,,,,,277000,,,,,309000,,,,,392000,,,,,456000,,,,,517000,,,,,607000,,,,,684000,,,,,729000,,,,,818000,,,,,951000,,,,,1080000,,,,,1160000,,,,,1240000,,,,,1320000,,,,,1420000,,,,,1510000,,,,,1590000,,,,,1660000,,,,,1720000,,,,,1780000,,,,,1820000,,,,,1870000,,,,,1890000,,,,,1910000,,,,,1920000,,,,,1920000,,,,,1900000,,,,,1890000,,,,,1870000
Tonga,9450,,,,,10400,,,,,11700,,,,,14700,,,,,15100,,,,,12900,,,,,13300,,,,,14300,,,,,13400,,,,,13600,,,,,13300,,,,,13800,,,,,13800,,,,,12900,,,,,12300,,,,,12600,,,,,13200,,,,,13700,,,,,13700,,,,,13100,,,,,12400,,,,,12100,,,,,12100,,,,,12200,,,,,12000,,,,,11400,,,,,10800,,,,,10300,,,,,9980,,,,,9810,,,,,9580
Trinidad and Tobago,107000,,,,,124000,,,,,139000,,,,,146000,,,,,121000,,,,,122000,,,,,132000,,,,,154000,,,,,133000,,,,,106000,,,,,89600,,,,,91500,,,,,97100,,,,,96100,,,,,86700,,,,,78100,,,,,73000,,,,,71900,,,,,72200,,,,,71000,,,,,67500,,,,,63300,,,,,60200,,,,,58700,,,,,58100,,,,,57100,,,,,55300,,,,,53000,,,,,51000,,,,,49700,,,,,48900
Tunisia,583000,,,,,639000,,,,,700000,,,,,824000,,,,,844000,,,,,892000,,,,,979000,,,,,1050000,,,,,1060000,,,,,957000,,,,,840000,,,,,798000,,,,,861000,,,,,1020000,,,,,997000,,,,,922000,,,,,839000,,,,,793000,,,,,803000,,,,,832000,,,,,839000,,,,,808000,,,,,760000,,,,,725000,,,,,714000,,,,,716000,,,,,714000,,,,,699000,,,,,674000,,,,,650000,,,,,636000
Turkey,3370000,,,,,4280000,,,,,4710000,,,,,5100000,,,,,5530000,,,,,6070000,,,,,6520000,,,,,6740000,,,,,6580000,,,,,6440000,,,,,6640000,,,,,6530000,,,,,6420000,,,,,6740000,,,,,6380000,,,,,6130000,,,,,5890000,,,,,5710000,,,,,5530000,,,,,5380000,,,,,5200000,,,,,5010000,,,,,4820000,,,,,4670000,,,,,4540000,,,,,4420000,,,,,4300000,,,,,4180000,,,,,4050000,,,,,3940000,,,,,3850000
Turkmenistan,142000,,,,,216000,,,,,287000,,,,,344000,,,,,358000,,,,,397000,,,,,447000,,,,,496000,,,,,580000,,,,,598000,,,,,490000,,,,,502000,,,,,536000,,,,,679000,,,,,661000,,,,,616000,,,,,579000,,,,,579000,,,,,605000,,,,,621000,,,,,608000,,,,,576000,,,,,548000,,,,,536000,,,,,535000,,,,,533000,,,,,521000,,,,,502000,,,,,483000,,,,,470000,,,,,463000
Uganda,945000,,,,,1130000,,,,,1290000,,,,,1530000,,,,,1830000,,,,,2090000,,,,,2440000,,,,,2870000,,,,,3440000,,,,,4140000,,,,,4840000,,,,,5740000,,,,,6630000,,,,,7510000,,,,,8430000,,,,,9390000,,,,,10400000,,,,,11300000,,,,,12100000,,,,,12800000,,,,,13500000,,,,,14100000,,,,,14700000,,,,,15100000,,,,,15400000,,,,,15600000,,,,,15800000,,,,,15800000,,,,,15800000,,,,,15700000,,,,,15500000
Ukraine,2990000,,,,,4150000,,,,,4010000,,,,,3860000,,,,,3440000,,,,,3720000,,,,,3720000,,,,,3780000,,,,,3460000,,,,,2790000,,,,,2160000,,,,,1980000,,,,,2380000,,,,,2410000,,,,,2280000,,,,,2090000,,,,,1890000,,,,,1790000,,,,,1820000,,,,,1880000,,,,,1860000,,,,,1770000,,,,,1660000,,,,,1590000,,,,,1570000,,,,,1580000,,,,,1570000,,,,,1530000,,,,,1460000,,,,,1410000,,,,,1380000
United Arab Emirates,12000,,,,,14300,,,,,17200,,,,,23700,,,,,36900,,,,,66400,,,,,134000,,,,,191000,,,,,232000,,,,,235000,,,,,267000,,,,,299000,,,,,431000,,,,,471000,,,,,439000,,,,,432000,,,,,457000,,,,,494000,,,,,519000,,,,,526000,,,,,529000,,,,,540000,,,,,557000,,,,,576000,,,,,590000,,,,,599000,,,,,604000,,,,,611000,,,,,620000,,,,,627000,,,,,633000
United Kingdom,4370000,,,,,3780000,,,,,4110000,,,,,4800000,,,,,4670000,,,,,3910000,,,,,3380000,,,,,3590000,,,,,3830000,,,,,3820000,,,,,3550000,,,,,3450000,,,,,3900000,,,,,4040000,,,,,4070000,,,,,4020000,,,,,3910000,,,,,3870000,,,,,3960000,,,,,4080000,,,,,4130000,,,,,4110000,,,,,4060000,,,,,4030000,,,,,4040000,,,,,4080000,,,,,4100000,,,,,4080000,,,,,4040000,,,,,4000000,,,,,3970000
United States,17200000,,,,,19300000,,,,,20700000,,,,,19800000,,,,,17600000,,,,,16500000,,,,,16600000,,,,,17800000,,,,,19300000,,,,,20000000,,,,,19600000,,,,,20300000,,,,,20800000,,,,,19900000,,,,,20800000,,,,,21600000,,,,,22000000,,,,,22000000,,,,,22000000,,,,,22200000,,,,,22500000,,,,,23000000,,,,,23300000,,,,,23500000,,,,,23500000,,,,,23500000,,,,,23600000,,,,,23800000,,,,,23900000,,,,,23900000,,,,,23800000
Uruguay,220000,,,,,231000,,,,,256000,,,,,272000,,,,,266000,,,,,276000,,,,,277000,,,,,263000,,,,,271000,,,,,281000,,,,,271000,,,,,255000,,,,,247000,,,,,241000,,,,,237000,,,,,232000,,,,,226000,,,,,218000,,,,,210000,,,,,204000,,,,,198000,,,,,193000,,,,,187000,,,,,182000,,,,,176000,,,,,171000,,,,,167000,,,,,163000,,,,,158000,,,,,154000,,,,,150000
Uzbekistan,693000,,,,,1180000,,,,,1520000,,,,,1850000,,,,,1970000,,,,,2160000,,,,,2440000,,,,,2820000,,,,,3220000,,,,,3290000,,,,,2860000,,,,,2580000,,,,,2950000,,,,,3200000,,,,,3150000,,,,,2910000,,,,,2710000,,,,,2650000,,,,,2670000,,,,,2660000,,,,,2560000,,,,,2420000,,,,,2310000,,,,,2250000,,,,,2220000,,,,,2180000,,,,,2120000,,,,,2040000,,,,,1960000,,,,,1910000,,,,,1870000
Vanuatu,8990,,,,,10300,,,,,11900,,,,,13700,,,,,14700,,,,,16900,,,,,19500,,,,,21800,,,,,23800,,,,,26200,,,,,28300,,,,,29700,,,,,34000,,,,,34800,,,,,36500,,,,,37800,,,,,39100,,,,,40500,,,,,41700,,,,,42600,,,,,43200,,,,,43400,,,,,43500,,,,,43500,,,,,43300,,,,,42900,,,,,42300,,,,,41700,,,,,41000,,,,,40300,,,,,39600
Venezuela,1020000,,,,,1240000,,,,,1530000,,,,,1900000,,,,,2020000,,,,,2050000,,,,,2290000,,,,,2510000,,,,,2760000,,,,,2800000,,,,,2820000,,,,,2890000,,,,,2950000,,,,,2970000,,,,,2950000,,,,,2900000,,,,,2840000,,,,,2780000,,,,,2710000,,,,,2640000,,,,,2570000,,,,,2490000,,,,,2420000,,,,,2360000,,,,,2300000,,,,,2240000,,,,,2180000,,,,,2130000,,,,,2070000,,,,,2020000,,,,,1980000
Vietnam,3090000,,,,,4610000,,,,,5840000,,,,,6570000,,,,,7060000,,,,,7660000,,,,,7990000,,,,,8630000,,,,,9210000,,,,,9200000,,,,,7240000,,,,,6760000,,,,,7280000,,,,,7750000,,,,,7650000,,,,,7490000,,,,,6890000,,,,,6420000,,,,,6370000,,,,,6520000,,,,,6580000,,,,,6470000,,,,,6200000,,,,,5940000,,,,,5810000,,,,,5810000,,,,,5810000,,,,,5750000,,,,,5590000,,,,,5430000,,,,,5310000
Yemen,770000,,,,,778000,,,,,860000,,,,,978000,,,,,1170000,,,,,1350000,,,,,1710000,,,,,2120000,,,,,2600000,,,,,3080000,,,,,3150000,,,,,3360000,,,,,3680000,,,,,4020000,,,,,4180000,,,,,4240000,,,,,4250000,,,,,4250000,,,,,4220000,,,,,4160000,,,,,4060000,,,,,3900000,,,,,3720000,,,,,3560000,,,,,3410000,,,,,3280000,,,,,3160000,,,,,3050000,,,,,2950000,,,,,2850000,,,,,2760000
Zambia,423000,,,,,483000,,,,,579000,,,,,698000,,,,,815000,,,,,979000,,,,,1150000,,,,,1310000,,,,,1480000,,,,,1670000,,,,,1950000,,,,,2240000,,,,,2470000,,,,,2750000,,,,,3100000,,,,,3470000,,,,,3850000,,,,,4210000,,,,,4570000,,,,,4950000,,,,,5330000,,,,,5720000,,,,,6070000,,,,,6410000,,,,,6730000,,,,,7040000,,,,,7320000,,,,,7570000,,,,,7790000,,,,,7970000,,,,,8110000
Zimbabwe,442000,,,,,615000,,,,,725000,,,,,864000,,,,,1010000,,,,,1200000,,,,,1430000,,,,,1640000,,,,,1740000,,,,,1780000,,,,,1830000,,,,,1950000,,,,,2230000,,,,,2510000,,,,,2520000,,,,,2540000,,,,,2600000,,,,,2700000,,,,,2780000,,,,,2820000,,,,,2810000,,,,,2770000,,,,,2730000,,,,,2680000,,,,,2650000,,,,,2600000,,,,,2540000,,,,,2480000,,,,,2420000,,,,,2370000,,,,,2320000
